job_name,origin,assigned,k,duration,latency_ms,carbon_g,dropped
j_002120,India,India,4,38.9,0.0,7.5617277777777785,False
j_001440,Germany,France,4,22.0,12.0,0.2609444444444445,False
j_001423,Germany,France,1,21600.0,12.0,257.13300000000004,False
j_002103,India,India,4,19.3,0.0,3.7865527777777688,False
j_001784,Korea,Korea,5,8.8,0.0,0.9261999999999951,False
j_001060,France,France,4,50.4,0.0,0.5039999999999987,False
j_002450,Japan,Korea,5,7.9,30.0,0.8314750000000096,False
j_000023,US_West,US_West,1,6657.9,0.0,456.45736388888895,False
j_002146,India,India,1,7194.8,0.0,1402.7134777777776,False
j_002138,India,India,2,2640.1,0.0,521.5547555555554,False
j_002481,Japan,Korea,1,2575.0,30.0,283.14118333333334,False
j_001781,Korea,Korea,4,20.1,0.0,2.2294249999999898,False
j_000729,US_East,US_East,1,5629.8,0.0,526.3445694444445,False
j_002126,India,India,4,15.4,0.0,3.017544444444462,False
j_002104,India,India,3,45.3,0.0,8.876283333333369,False
j_001088,France,France,2,677.8,0.0,7.420188888888886,False
j_001425,Germany,France,2,5211.6,12.0,57.82510555555556,False
j_002472,Japan,Korea,4,61.0,30.0,6.703222222222223,False
j_001075,France,France,1,878.1,0.0,9.154775000000004,False
j_002470,Japan,Korea,1,21600.0,30.0,2299.144666666667,False
j_000001,US_West,US_West,1,5319.0,0.0,389.24244444444446,False
j_001449,Germany,France,5,10.6,12.0,0.110122222222226,False
j_001416,Germany,France,1,4264.6,12.0,49.30772777777778,False
j_001758,Korea,Korea,1,7192.4,0.0,772.2596666666667,False
j_000719,US_East,US_East,4,7.9,0.0,0.7289944444444109,False
j_002130,India,India,1,1885.6,0.0,360.49153888888895,False
j_000354,US_Central,US_West,3,78.9,39.0,5.647924999999973,False
j_001420,Germany,France,2,4416.9,12.0,53.605033333333324,False
j_000703,US_East,US_East,5,4.4,0.0,0.4057777777777442,False
j_000742,US_East,US_East,4,28.3,0.0,2.609888888888906,False
j_001771,Korea,Korea,2,4478.8,0.0,480.99016944444446,False
j_000365,US_Central,US_West,1,913.9,39.0,65.18020277777775,False
j_001050,France,France,5,7.2,0.0,0.07279999999999816,False
j_001435,Germany,France,2,1710.7,12.0,20.587377777777778,False
j_001052,France,France,1,4078.9,0.0,51.53602777777779,False
j_002493,Japan,Korea,4,15.7,30.0,1.6973444444444246,False
j_001750,Korea,Korea,4,23.1,0.0,2.483891666666706,False
j_002113,India,India,5,5.4,0.0,1.0403999999999298,False
j_001069,France,France,1,4603.7,0.0,58.56108055555557,False
j_001406,Germany,France,1,21600.0,12.0,275.31388888888887,False
j_002482,Japan,Korea,2,5294.0,30.0,549.7380722222223,False
j_002486,Japan,Korea,3,507.6,30.0,56.230800000000045,False
j_000720,US_East,US_East,1,9649.6,0.0,816.8960055555556,False
j_000731,US_East,US_East,2,1419.9,0.0,119.1164583333333,False
j_002497,Japan,Korea,4,8.7,30.0,0.9222000000000772,False
j_002479,Japan,Korea,1,6089.4,30.0,637.6697138888889,False
j_001751,Korea,Korea,5,3.8,0.0,0.38506666666659295,False
j_001790,Korea,Korea,3,116.0,0.0,11.754666666666667,False
j_001097,France,France,4,14.6,0.0,0.17276666666667098,False
j_001779,Korea,Korea,5,2.5,0.0,0.25333333333333335,False
j_001789,Korea,Korea,4,14.7,0.0,1.444683333333405,False
j_001090,France,France,2,1426.1,0.0,14.747113888888894,False
j_002477,Japan,Korea,5,5.4,30.0,0.5306999999999642,False
j_002467,Japan,Korea,5,3.0,30.0,0.29483333333333334,False
j_001761,Korea,Korea,5,2.0,0.0,0.20727777777777778,False
j_001753,Korea,Korea,5,10.3,0.0,1.0674805555554803,False
j_002471,Japan,Korea,3,157.7,30.0,16.343852777777855,False
j_001056,France,France,1,7234.0,0.0,92.72402777777778,False
j_001764,Korea,Korea,4,70.2,0.0,7.275450000000076,False
j_002478,Japan,Korea,5,6.2,30.0,0.6425611111111866,False
j_002487,Japan,Korea,1,952.4,30.0,105.7250444444444,False
j_002463,Japan,Korea,5,3.5,30.0,0.3892777777777777,False
j_001780,Korea,Korea,4,22.5,0.0,2.5025,False
j_000705,US_East,US_East,4,44.0,0.0,3.7864444444444447,False
j_001086,France,France,1,1104.8,0.0,13.766500000000015,False
j_001778,Korea,Korea,4,49.0,0.0,5.373666666666667,False
j_000701,US_East,US_East,4,31.9,0.0,2.745172222222348,False
j_002140,India,India,5,12.6,0.0,2.129399999999754,False
j_000375,US_Central,US_West,2,6417.6,39.0,502.11490000000015,False
j_002484,Japan,Korea,3,370.2,30.0,39.27205000000007,False
j_000364,US_Central,US_West,4,41.9,39.0,3.3904083333334514,False
j_001788,Korea,Korea,5,2.2,0.0,0.2333833333334105,False
j_001427,Germany,France,5,8.4,12.0,0.11246666666668614,False
j_002489,Japan,Korea,3,124.3,30.0,13.186158333333257,False
j_001055,France,France,4,62.8,0.0,0.8408222222222125,False
j_000012,US_West,US_West,2,1331.6,0.0,107.71523888888878,False
j_000713,US_East,US_East,2,7634.8,0.0,604.0965055555555,False
j_000740,US_East,US_East,1,8951.2,0.0,700.159475,False
j_000706,US_East,US_East,1,14218.6,0.0,1128.4461111111113,False
j_001757,Korea,Korea,4,23.9,0.0,2.4039416666668134,False
j_001777,Korea,Korea,5,4.2,0.0,0.4265333333334072,False
j_001766,Korea,Korea,5,5.4,0.0,0.5484000000001478,False
j_001785,Korea,Korea,4,23.0,0.0,2.335777777777778,False
j_000393,US_Central,US_West,4,8.7,39.0,0.7240333333333939,False
j_002124,India,India,5,5.8,0.0,1.0203166666665386,False
j_002490,Japan,Korea,5,4.1,30.0,0.41637777777763,False
j_001424,Germany,France,4,40.0,12.0,0.5022222222222222,False
j_000381,US_Central,US_West,1,1940.9,39.0,147.845388888889,False
j_000019,US_West,US_West,2,547.4,0.0,43.07542777777788,False
j_001754,Korea,Korea,4,21.5,0.0,2.2001666666666666,False
j_001447,Germany,France,4,45.8,12.0,0.5814055555555463,False
j_002133,India,India,4,87.8,0.0,15.201594444444316,False
j_002128,India,India,5,5.6,0.0,0.9695777777775257,False
j_002121,India,India,4,10.9,0.0,1.8872138888891405,False
j_002483,Japan,Korea,5,7.0,30.0,0.7155555555555555,False
j_002485,Japan,Korea,1,10733.3,30.0,1225.458908333333,False
j_001429,Germany,France,4,37.8,12.0,0.5491499999999894,False
j_000355,US_Central,US_West,2,695.1,39.0,51.030291666666564,False
j_000386,US_Central,US_West,2,4529.4,39.0,327.0572222222221,False
j_001791,Korea,Korea,4,12.6,0.0,1.3198499999998476,False
j_001408,Germany,France,3,105.9,12.0,1.538491666666688,False
j_002131,India,India,5,5.4,0.0,0.9556500000002576,False
j_001773,Korea,Korea,5,4.5,0.0,0.48425,False
j_002469,Japan,Korea,4,38.4,30.0,4.1322666666668235,False
j_002111,India,India,5,2.3,0.0,0.40550277777764954,False
j_000399,US_Central,US_West,4,25.1,39.0,1.8776194444443357,False
j_000390,US_Central,US_West,5,2.5,39.0,0.1870138888888889,False
j_002494,Japan,Korea,5,4.4,30.0,0.4842444444446046,False
j_001782,Korea,Korea,1,607.6,0.0,66.99009722222206,False
j_000032,US_West,US_West,5,2.8,0.0,0.20463333333328018,False
j_001774,Korea,Korea,1,4260.4,0.0,484.0823833333335,False
j_001421,Germany,France,1,12150.5,12.0,133.5292111111111,False
j_002142,India,India,4,13.0,0.0,2.3269999999999995,False
j_000736,US_East,US_East,1,7757.0,0.0,618.6492944444446,False
j_001085,France,France,3,92.8,0.0,1.211555555555546,False
j_000725,US_East,US_East,1,11155.0,0.0,924.5883333333334,False
j_002465,Japan,Korea,4,15.7,30.0,1.7775888888889715,False
j_000394,US_Central,US_West,3,68.8,39.0,4.638266666666618,False
j_000376,US_Central,US_West,1,9945.0,39.0,685.6827083333334,False
j_000715,US_East,US_East,5,4.4,0.0,0.3289000000001088,False
j_000046,US_West,US_West,1,4169.3,0.0,287.35134999999997,False
j_002102,India,India,3,407.2,0.0,72.71913333333346,False
j_002473,Japan,Korea,5,2.9,30.0,0.3463888888890627,False
j_001418,Germany,France,2,4836.2,12.0,53.355394444444414,False
j_000395,US_Central,US_West,5,4.2,39.0,0.2926000000000507,False
j_000363,US_Central,US_West,1,8041.4,39.0,555.1154555555554,False
j_002474,Japan,Korea,4,110.0,30.0,13.13888888888889,False
j_001087,France,France,3,180.7,0.0,2.017816666666675,False
j_001431,Germany,France,1,4566.1,12.0,49.40623888888888,False
j_000011,US_West,US_West,1,4215.5,0.0,288.0701472222222,False
j_001762,Korea,Korea,4,38.8,0.0,4.776711111111021,False
j_001756,Korea,Korea,4,80.1,0.0,9.638699999999824,False
j_002127,India,India,3,338.7,0.0,59.80877500000014,False
j_001787,Korea,Korea,4,8.1,0.0,0.9746999999998248,False
j_000746,US_East,US_East,2,3284.3,0.0,279.01818333333364,False
j_000357,US_Central,US_West,5,5.2,39.0,0.35417777777782733,False
j_000396,US_Central,US_West,2,1662.0,39.0,113.01530000000001,False
j_001093,France,France,5,9.2,0.0,0.10733333333334182,False
j_002114,India,India,4,31.0,0.0,5.583444444444444,False
j_000043,US_West,US_West,5,4.1,0.0,0.27857222222212336,False
j_001099,France,France,3,160.9,0.0,1.5106722222222357,False
j_000020,US_West,US_West,1,17386.7,0.0,1151.5202972222223,False
j_000352,US_Central,US_West,1,3468.9,39.0,239.95072222222205,False
j_001063,France,France,4,56.7,0.0,0.5607000000000072,False
j_000712,US_East,US_East,4,38.4,0.0,3.256533333333457,False
j_002132,India,India,3,158.8,0.0,28.407555555555426,False
j_000716,US_East,US_East,1,5980.1,0.0,524.1068138888887,False
j_001426,Germany,France,3,235.6,12.0,2.185844444444431,False
j_001058,France,France,2,471.9,0.0,4.378183333333347,False
j_002496,Japan,Korea,5,3.3,30.0,0.403700000000356,False
j_000021,US_West,US_West,1,2296.5,0.0,160.35893055555556,False
